City/Town,Democratic,Republican,All Others,Blanks
New Bedford,"21,509","7,474",3,"1,657"
New Braintree,149,80,0,13
New Marlborough,191,142,0,19
New Salem,163,85,0,14
Newbury,"1,186",685,0,60
Newburyport,"3,896","1,462",0,540
Newton,"28,451","7,351",0,"1,489"
Norfolk,"1,354",486,0,46
N. Adams,"4,415","1,377",0,172
N. Andover,"5,663","1,857",0,171
N. Attleborough,"4,071","1,446",0,345
N. Brookfield,"1,165",345,0,55
N. Reading,"3,387",924,0,103
Northampton,"7,639","1,817",0,446
Northborough,"2,605","1,036",0,60
Northbridge,"3,104",931,0,148
Northfield,561,349,0,32
Norton,"2,338",722,0,80
Norwell,"2,472","1,053",0,72
Norwood,"10,024","1,829",0,280
Oak Bluffs,651,250,0,53
Oakham,259,133,0,14
Orange,"1,305",514,0,47
Orleans,"1,445","1,093",0,69
Otis,140,105,0,23
Oxford,"2,415",643,0,107
Palmer,"3,349",667,0,118
Paxton,"1,057",467,0,30
Peabody,"16,195","3,474",2,755
Pelham,298,120,0,29
Pembroke,"3,218",825,0,78
Pepperell,"1,694",528,0,64
Peru,124,55,0,12
Petersham,300,158,0,17
Phillipston,229,77,0,9
Pittsfield,"13,578","4,356",0,"1,133"
Plainfield,88,40,0,6
Plainville,"1,252",494,0,92
Plymouth,"8,060","1,974",0,354
Plympton,473,155,0,25
Princeton,558,328,0,26
Provincetown,"1,053",193,0,65
Quincy,"29,944","6,058",0,768
Randolph,"9,547","1,532",0,363
Raynham,"2,291",693,0,63
Reading,"6,905","2,727",0,257
Rehoboth,"1,358",793,0,70
Revere,"15,046","1,945",0,995
Richmond,378,250,0,16
Rochester,548,302,0,19
Rockland,"3,897",805,0,158
Rockport,"1,691","1,261",0,93
Rowe,86,57,0,4
Rowley,887,440,0,45
Royalston,217,78,0,8
Russell,300,123,0,23
Rutland,"1,063",391,0,35
Salem,"13,061","2,735",0,870
Salisbury,"1,340",462,0,104
Sandisfield,101,62,0,6
Sandwich,"2,277",932,0,71
Saugus,"8,055","1,703",5,294
Savoy,95,48,0,9
Scituate,"5,134","1,771",0,153
Seekonk,"2,275","1,104",0,91
Sharon,"4,606",995,0,400
Sheffield,495,405,0,43
Shelburne,444,218,0,29
Sherborn,918,910,0,45
Shirley,869,246,0,18
Shrewsbury,"6,590","1,986",0,188
Shutesbury,228,83,0,13
Somerset,"3,784","1,166",0,161
Somerville,"21,434","3,111",0,850
S. Hadley,"4,686","1,319",0,370
Southampton,995,326,0,29
Southborough,"1,568",920,0,37
Southbridge,"4,592",722,1,434
Southwick,"1,429",514,0,52
Spencer,"2,909",704,1,94
Springfield,"29,329","5,970",0,"3,663"
Sterling,"1,297",535,1,42
Stockbridge,650,350,0,57
Stoneham,"6,336","1,701",0,244
Stoughton,"7,100","1,462",2,311
Stow,"1,161",649,0,40
Sturbridge,"1,514",427,0,79
Sudbury,"3,802","1,990",2,175
Sunderland,550,154,0,35
Sutton,"1,352",474,0,55
Swampscott,"4,784","1,501",0,382
Swansea,"5,953","1,417",0,228
Taunton,"10,712","2,185",0,"1,027"
Templeton,"1,433",352,0,27
Tewksbury,"6,795","1,351",0,143
Tisbury,813,355,0,61
Tolland,57,39,0,4
Topsfield,"1,639",912,0,70
Townsend,"1,370",430,0,38
Truro,441,163,0,16
Tyngsborough,"1,365",375,0,41
Tyringham,75,53,0,7
Upton,"1,128",407,0,52
Uxbridge,"2,356",558,0,62
Wakefield,"8,428","2,081",0,323
Wales,284,54,0,12
Walpole,"5,603","1,593",0,139
Waltham,"13,761","2,990",0,878
Ware,"2,768",435,0,78
Wareham,"3,551","1,206",0,111
Warren,985,220,0,37
Warwick,160,58,0,8
Washington,116,65,0,12
Watertown,"11,414","2,238",2,"1,063"
Wayland,"3,573","2,073",0,163
Webster,"4,091",785,0,131
Wellesley,"7,630","4,369",0,437
Wellfleet,673,354,0,39
Wendell,166,39,0,21
Wenham,854,788,0,42
W. Boylston,"1,779",806,0,46
W. Bridgewater,"1,712",757,0,66
W. Brookfield,697,285,0,21
W. Newbury,707,424,0,32
W. Springfield,"7,141","1,928",0,371
W. Stockbridge,351,142,0,29
W. Tisbury,274,140,0,39
Westborough,"3,374","1,652",0,126
Westfield,"8,670","2,368",3,409
Westford,"3,927","1,105",0,134
Westhampton,266,113,0,12
Westminster,"1,399",523,0,48
Weston,"2,814","2,243",1,217
Westport,"3,231","1,142",0,193
Westwood,"4,593","1,762",0,112
Weymouth,"16,112","4,021",0,905
Whately,338,154,0,29
Whitman,"3,544",843,0,165
Wilbraham,"3,421","1,380",0,173
Williamsburg,586,232,0,42
Williamstown,"1,310","1,191",0,79
Wilmington,"4,917","1,034",0,192
Winchendon,"1,402",378,0,23
Winchester,"6,416","2,459",0,268
Windsor,143,71,0,9
Winthrop,"6,911","1,343",0,416
Woburn,"11,313","2,026",0,415
Worcester,"41,813","10,231",0,"1,789"
Worthington,181,113,0,18
Wrentham,"1,523",561,0,93
Yarmouth,"5,167","2,722",0,337
