City/Town,Democratic,Republican,All Others,Blanks
W. Stockbridge,213,204,2,18
W. Tisbury,93,153,8,23
Westborough,"1,798","2,121",12,100
Westfield,"6,501","3,848",56,513
Westford,"2,171","1,522",28,132
Westhampton,119,164,1,8
Westminster,931,715,11,58
Weston,"1,619","2,950",36,139
Westport,"2,140","1,260",25,184
Westwood,"2,652","2,882",32,142
Weymouth,"12,230","7,445",94,549
Whately,238,227,5,33
Whitman,"2,410","1,728",21,165
Wilbraham,"1,820","2,478",17,95
Williamsburg,360,464,6,31
Williamstown,"1,184","1,328",11,111
Wilmington,"3,459","2,265",35,150
Winchendon,"1,377",612,9,75
Winchester,"3,544","4,621",72,895
Windsor,65,89,0,5
Winthrop,"4,610","2,176",77,"1,095"
Woburn,"7,750","3,535",156,"1,804"
Worcester,"42,965","19,112",482,"2,704"
Worthington,100,180,1,13
Wrentham,987,881,10,44
Yarmouth,"2,089","3,496",22,138
