City/Town,Democratic,Republican,All Others,Blanks
Harwich,"2,960","1,638",78,70
Hatfield,"1,191",182,53,48
Haverhill,"13,091","2,638",382,620
Hawley,54,40,5,1
Heath,119,74,7,10
Hingham,"6,031","2,210",179,783
Hinsdale,370,159,15,21
Holbrook,"3,366",915,116,253
Holden,"3,607","2,171",129,291
Holland,372,139,15,19
Holliston,"3,448","1,255",119,289
Holyoke,"10,181","1,807",829,"1,133"
Hopedale,"1,313",340,25,64
Hopkinton,"2,084",687,45,87
Hubbardston,466,172,16,30
Hudson,"4,122",893,95,172
Hull,"3,021",439,135,332
Huntington,327,185,24,24
Ipswich,"3,368","1,189",89,195
Kingston,"1,957",615,46,85
Lakeville,"1,340",716,54,51
Lancaster,"1,293",559,54,89
Lanesborough,659,287,52,48
Lawrence,"15,636","1,940",544,723
Lee,"1,356",364,68,140
Leicester,"2,825",637,69,126
Lenox,"1,336",685,87,174
Leominster,"9,531","1,771",239,683
Leverett,440,132,30,51
Lexington,"10,505","3,100",293,816
Leyden,132,53,11,12
Lincoln,"1,586",677,54,212
Littleton,"1,900",676,46,126
Longmeadow,"4,035","2,302",194,481
Lowell,"21,258","3,397",952,"1,626"
Ludlow,"5,182",786,410,227
Lunenburg,"2,557",948,62,128
Lynn,"22,731","3,136",668,"2,091"
Lynnfield,"3,616","1,618",90,194
Malden,"16,986","1,926",497,"1,226"
Manchester-by-the-Sea,"1,500",959,39,100
Mansfield,"3,477","1,098",110,149
Marblehead,"6,902","2,863",170,472
Marion,927,716,35,44
Marlborough,"8,511","1,615",245,338
Marshfield,"6,058","1,656",148,267
Mashpee,"1,130",405,27,49
Mattapoisett,"1,374",902,45,76
Maynard,"2,868",556,88,140
Medfield,"3,123","1,284",77,157
Medford,"19,703","2,687",488,882
Medway,"2,278",631,75,186
Melrose,"9,031","2,537",295,508
Mendon,856,305,16,45
Merrimac,"1,152",392,21,61
Methuen,"11,957","2,384",308,494
Middleborough,"3,402","1,405",132,155
Middlefield,74,47,5,5
Middleton,"1,273",351,40,67
Milford,"6,853","1,022",105,359
Millbury,"3,568",720,86,165
Millis,"1,991",591,70,96
Millville,524,102,15,17
Milton,"10,047","2,379",327,633
Monroe,54,17,1,3
Monson,"1,731",547,75,80
Montague,"2,692",482,95,119
Monterey,210,98,16,17
Montgomery,154,97,5,7
Mount Washington,25,22,2,4
Nahant,"1,403",378,52,89
Nantucket,"1,485",645,48,155
Natick,"9,740","2,151",348,782
Needham,"9,659","3,470",228,762
New Ashford,44,22,3,1
New Bedford,"23,275","4,046",884,"1,480"
New Braintree,182,71,6,18
New Marlborough,213,176,15,32
New Salem,198,104,6,15
Newbury,"1,297",619,39,80
Newburyport,"4,776","1,088",165,347
Newton,"30,869","4,919",945,"2,407"
Norfolk,"1,438",630,50,78
N. Adams,"4,848",649,110,234
N. Andover,"6,064","1,945",150,278
N. Attleborough,"4,248","1,791",219,548
N. Brookfield,"1,072",343,37,58
N. Reading,"3,424","1,026",73,122
Northampton,"8,304","1,540",382,631
Northborough,"2,791","1,084",75,95
Northbridge,"3,177",922,95,166
Northfield,614,343,34,30
Norton,"2,734",915,89,161
Norwell,"2,562","1,102",88,143
Norwood,"9,553","1,637",283,677
Oak Bluffs,669,214,32,36
Oakham,289,136,10,18
Orange,"1,487",567,44,35
Orleans,"1,535","1,209",46,165
Otis,141,104,15,27
Oxford,"2,594",571,99,151
Palmer,"3,265",648,193,316
Paxton,"1,005",511,20,50
Peabody,"15,814","2,397",429,950
Pelham,356,99,17,21
Pembroke,"3,365",970,104,110
Pepperell,"1,900",672,60,101
Peru,137,63,8,11
Petersham,315,154,12,23
Phillipston,227,106,8,6
Pittsfield,"13,443","3,324",873,"1,250"
Plainfield,97,52,6,4
Plainville,"1,370",607,64,72
Plymouth,"9,170","2,456",315,599
Plympton,517,206,19,29
Princeton,647,350,33,43
Provincetown,"1,224",180,37,63
Quincy,"27,686","4,805",662,"1,198"
Randolph,"9,480","1,409",237,638
Raynham,"2,296",918,81,103
Reading,"6,930","2,358",186,396
Rehoboth,"1,491","1,018",99,141
Revere,"13,672","1,220",420,"1,603"
Richmond,421,221,10,15
Rochester,720,402,33,39
Rockland,"3,802",879,137,217
Rockport,"2,102",961,62,123
Rowe,74,72,5,7
Rowley,"1,028",446,29,68
Royalston,233,102,12,12
Russell,307,119,16,14
Rutland,"1,064",431,34,53
Salem,"12,217","1,633",423,915
Salisbury,"1,575",447,54,175
Sandisfield,135,68,6,16
Sandwich,"2,827","1,242",80,104
Saugus,"7,695","1,432",206,544
Savoy,106,50,2,7
Scituate,"5,417","1,833",137,243
Seekonk,"2,921","1,318",94,134
Sharon,"5,231",931,96,311
Sheffield,569,452,36,67
Shelburne,464,232,21,27
Sherborn,"1,039",802,34,105
Shirley,980,277,24,30
Shrewsbury,"6,704","2,035",182,450
Shutesbury,316,78,11,34
Somerset,"6,346","1,330",205,354
Somerville,"22,710","2,144",615,"1,242"
S. Hadley,"4,274","1,222",224,358
Southampton,"1,099",380,51,48
Southborough,"1,876",720,47,102
Southbridge,"4,256",563,108,284
Southwick,"1,549",581,67,73
Spencer,"2,704",691,82,161
Springfield,"29,738","4,994",3411,"3,834"
Sterling,"1,453",639,77,85
Stockbridge,680,296,22,81
Stoneham,"6,388","1,443",154,526
Stoughton,"7,233","1,537",270,460
Stow,"1,407",622,51,101
Sturbridge,"1,415",457,60,79
Sudbury,"4,088","1,800",116,295
Sunderland,709,135,34,68
Sutton,"1,531",542,37,81
Swampscott,"5,140","1,059",147,337
Swansea,"4,204","1,209",187,593
Taunton,"9,956","2,310",557,"1,031"
Templeton,"1,652",365,39,55
Tewksbury,"6,439","1,289",165,225
Tisbury,824,259,25,56
Tolland,53,40,5,2
Topsfield,"1,612",923,43,77
Townsend,"1,839",519,40,88
Truro,491,137,17,25
Tyngsborough,"1,452",481,43,57
Tyringham,108,37,7,17
Upton,"1,160",412,49,68
Uxbridge,"2,573",558,62,99
Wakefield,"8,054","1,853",242,426
Wales,263,84,17,13
Walpole,"6,155","1,605",134,269
Waltham,"14,922","2,326",612,"1,183"
Ware,"2,949",434,82,114
Wareham,"3,822","1,299",101,128
Warren,"1,028",257,36,50
Warwick,154,71,5,11
Washington,125,51,10,16
Watertown,"11,573","1,671",348,"1,103"
Wayland,"3,898","1,676",135,377
Webster,"3,924",701,118,256
Wellesley,"7,751","3,982",219,771
Wellfleet,737,355,21,31
Wendell,175,27,25,17
Wenham,855,656,15,52
W. Boylston,"1,778",761,45,69
W. Bridgewater,"1,565","1,010",59,74
W. Brookfield,752,312,13,28
W. Newbury,844,391,23,49
W. Springfield,"6,706","1,896",485,450
W. Stockbridge,387,149,11,34
W. Tisbury,353,119,18,38
Westborough,"3,469","1,477",89,153
Westfield,"8,234","2,278",355,376
Westford,"3,827","1,267",94,213
Westhampton,284,150,10,19
Westminster,"1,612",541,49,60
Weston,"2,966","1,894",96,339
Westport,"3,765","1,251",137,264
Westwood,"4,563","1,783",99,233
Weymouth,"15,212","3,582",516,"1,403"
Whately,377,132,21,30
Whitman,"3,500","1,268",121,321
Wilbraham,"2,764","1,661",237,159
Williamsburg,634,218,37,56
Williamstown,"1,995",767,58,145
Wilmington,"4,655",998,172,328
Winchendon,"1,486",318,47,140
Winchester,"6,451","2,118",201,384
Windsor,169,84,5,11
Winthrop,"6,276",921,298,382
Woburn,"11,147","1,866",460,535
Worcester,"40,333","8,326",1218,"2,479"
Worthington,206,141,24,23
Wrentham,"1,877",645,79,108
Yarmouth,"5,788","2,827",121,397
