City/Town,Democratic,Republican,All Others,Blanks
Millis,862,"1,211",39,23
Millville,424,161,6,14
Milton,"5,543","6,930",124,196
Monroe,36,37,0,2
Monson,"1,247",952,24,57
Montague,"1,900","1,223",74,58
Monterey,62,158,3,6
Montgomery,94,118,6,2
Mount Washington,12,34,0,0
Nahant,739,880,22,15
Nantucket,505,887,29,61
Natick,"3,526","6,550",157,244
Needham,"3,561","9,076",143,169
New Ashford,28,39,0,1
New Bedford,"20,470","10,407",804,"1,000"
New Braintree,70,128,3,9
New Marlborough,102,206,2,18
New Salem,59,166,8,5
Newbury,473,"1,142",29,23
Newburyport,"2,431","3,051",99,471
Newton,"10,931","22,707",493,934
Norfolk,551,946,22,18
N. Adams,"3,434","2,317",64,153
N. Andover,"2,750","3,479",73,91
N. Attleborough,"3,181","2,401",77,150
N. Brookfield,742,664,18,35
N. Reading,"1,616","2,309",37,61
Northampton,"4,150","5,051",226,297
Northborough,"1,173","2,078",50,32
Northbridge,"2,207","1,781",52,112
Northfield,311,605,9,27
Norton,"1,279","1,215",36,54
Norwell,943,"2,146",49,63
Norwood,"5,762","5,325",147,201
Oak Bluffs,356,411,24,43
Oakham,99,219,1,9
Orange,663,932,21,13
Orleans,343,"1,879",18,35
Otis,109,133,12,37
Oxford,"1,227","1,126",26,41
Palmer,"2,680","1,297",54,77
Paxton,403,940,11,16
Peabody,"8,260","7,608",246,290
Pelham,98,256,12,7
Pembroke,"1,602","1,889",37,56
Pepperell,988,972,26,41
Peru,47,66,3,9
Petersham,111,294,8,2
Phillipston,95,131,3,2
Pittsfield,"9,770","7,777",368,"1,237"
Plainfield,39,75,3,4
Plainville,776,858,17,26
Plymouth,"3,566","3,841",97,191
Plympton,194,296,8,8
Princeton,131,509,13,10
Provincetown,659,555,64,59
Quincy,"19,037","14,307",488,551
Randolph,"4,877","4,380",130,602
Raynham,"1,235","1,255",41,48
Reading,"2,467","5,482",105,286
Rehoboth,938,910,41,44
Revere,"10,160","4,536",245,"1,266"
Richmond,203,333,11,17
Rochester,254,424,8,8
Rockland,"2,469","1,934",91,88
Rockport,655,"1,828",28,25
Rowe,50,106,5,2
Rowley,350,723,13,4
Royalston,126,106,4,4
Russell,239,212,8,8
Rutland,430,696,22,12
Salem,"7,639","6,326",250,318
Salisbury,801,872,26,40
Sandisfield,97,71,4,7
Sandwich,720,"1,507",34,27
Saugus,"4,724","4,379",146,129
Savoy,77,64,0,1
Scituate,"2,115","3,860",66,90
Seekonk,"1,892","1,546",49,59
Sharon,"1,646","3,043",68,95
Sheffield,251,517,13,35
Shelburne,185,466,9,14
Sherborn,249,"1,294",15,22
Shirley,524,496,8,16
Shrewsbury,"3,952","4,251",75,112
Shutesbury,79,156,10,7
Somerset,"4,384","2,309",82,150
Somerville,"14,916","8,477",518,513
S. Hadley,"2,756","2,906",107,90
Southampton,492,675,17,22
Southborough,721,"1,462",31,27
Southbridge,"3,036","1,900",76,194
Southwick,"1,014",869,26,33
Spencer,"1,774","1,395",53,74
Springfield,"21,052","14,596",682,"2,692"
Sterling,500,947,24,22
Stockbridge,346,609,29,46
Stoneham,"3,219","3,957",109,405
Stoughton,"3,885","3,654",119,268
Stow,391,"1,064",22,18
Sturbridge,779,903,28,42
Sudbury,"1,005","3,808",48,94
Sunderland,286,422,25,20
Sutton,746,844,32,43
Swampscott,"1,903","3,535",54,131
Swansea,"3,113","1,693",58,103
Taunton,"9,002","4,457",258,575
Templeton,960,659,26,15
Tewksbury,"4,554","3,293",109,131
Tisbury,446,644,27,48
Tolland,31,45,3,2
Topsfield,395,"1,601",16,10
Townsend,558,795,16,14
Truro,181,332,25,4
Tyngsborough,851,500,17,15
Tyringham,51,64,3,9
Upton,568,760,16,25
Uxbridge,"1,840",985,39,33
Wakefield,"4,066","4,944",121,450
Wales,198,98,11,4
Walpole,"2,905","3,494",80,85
Waltham,"8,277","7,299",232,509
Ware,"2,299","1,111",37,85
Wareham,"2,241","2,360",57,76
Warren,770,441,19,28
Warwick,74,110,10,2
Washington,58,61,1,9
Watertown,"6,984","6,078",235,941
Wayland,"1,116","3,946",46,54
Webster,"3,076","1,579",106,81
Wellesley,"2,377","8,478",119,363
Wellfleet,245,668,27,16
Wendell,64,77,32,9
Wenham,266,"1,093",14,24
W. Boylston,848,"1,605",25,26
W. Bridgewater,907,"1,467",34,38
W. Brookfield,372,498,16,6
W. Newbury,264,807,17,13
W. Springfield,"4,231","4,271",134,270
W. Stockbridge,222,209,10,23
W. Tisbury,112,224,24,31
Westborough,"1,532","2,975",59,91
Westfield,"5,735","4,722",136,280
Westford,"1,851","2,059",42,49
Westhampton,103,224,7,3
Westminster,783,888,20,32
Weston,804,"3,810",35,45
Westport,"2,423","1,722",63,118
Westwood,"1,892","3,859",64,57
Weymouth,"9,250","9,603",258,248
Whately,182,273,9,19
Whitman,"2,185","2,224",57,102
Wilbraham,"1,496","2,561",46,108
Williamsburg,275,491,25,18
Williamstown,796,"1,761",39,59
Wilmington,"2,338","2,455",74,110
Winchendon,917,625,21,18
Winchester,"2,923","5,992",103,215
Windsor,71,117,3,2
Winthrop,"4,066","3,913",105,311
Woburn,"6,861","5,069",230,260
Worcester,"30,894","24,362",927,"1,221"
Worthington,93,179,3,10
Wrentham,775,"1,060",43,124
Yarmouth,"1,949","4,031",82,725
