City/Town,Democratic,Republican,All Others,Blanks
Melrose,"6,725","4,981",469,196
Mendon,573,578,49,22
Merrimac,888,667,58,13
Methuen,"9,194","5,108",552,289
Middleborough,"2,465","2,288",253,88
Middlefield,66,58,5,2
Middleton,864,769,78,20
Milford,"5,052","2,738",298,251
Millbury,"2,906","1,408",142,83
Millis,"1,460","1,131",110,47
Millville,438,177,29,14
Milton,"6,850","5,719",505,312
Monroe,38,32,4,1
Monson,"1,242","1,011",147,33
Montague,"2,063","1,157",110,58
Monterey,221,98,15,7
Montgomery,100,151,9,3
Mount Washington,26,22,3,2
Nahant,"1,065",753,82,22
Nantucket,"1,252",970,66,45
Natick,"7,659","4,685",427,250
Needham,"7,249","6,186",383,301
New Ashford,37,28,1,4
New Bedford,"20,259","7,726",945,755
New Braintree,132,131,12,2
New Marlborough,227,180,15,14
New Salem,152,157,7,7
Newbury,957,991,64,23
Newburyport,"3,748","2,205",226,197
Newton,"27,489","10,206",853,592
Norfolk,957,"1,118",99,22
N. Adams,"4,109","1,467",160,105
N. Andover,"4,557","3,478",285,117
N. Attleborough,"2,860","3,307",313,326
N. Brookfield,762,661,65,22
N. Reading,"2,441","1,932",218,54
Northampton,"7,074","3,229",341,213
Northborough,"1,950","1,898",160,37
Northbridge,"2,466","1,645",158,91
Northfield,498,481,35,7
Norton,"1,810","1,886",141,62
Norwell,"1,787","1,901",158,49
Norwood,"6,673","4,555",465,457
Oak Bluffs,580,319,36,16
Oakham,224,214,14,1
Orange,"1,031",991,88,23
Orleans,"1,146","1,601",124,84
Otis,119,137,23,8
Oxford,"2,029","1,227",121,38
Palmer,"2,489","1,416",257,260
Paxton,727,803,39,17
Peabody,"12,607","5,770",795,418
Pelham,323,152,15,3
Pembroke,"2,291","1,975",236,47
Pepperell,"1,304","1,276",112,41
Peru,110,90,12,7
Petersham,255,229,17,3
Phillipston,158,166,19,4
Pittsfield,"12,201","5,279",728,682
Plainfield,73,81,5,0
Plainville,902,"1,063",104,44
Plymouth,"6,904","4,940",427,269
Plympton,346,377,41,7
Princeton,460,562,32,19
Provincetown,"1,101",343,43,17
Quincy,"19,818","12,211",1564,758
Randolph,"7,850","3,101",431,382
Raynham,"1,605","1,615",132,46
Reading,"5,189","4,146",330,205
Rehoboth,"1,370","1,186",99,94
Revere,"10,322","4,736",895,962
Richmond,347,288,25,7
Rochester,548,589,40,17
Rockland,"2,722","1,857",290,166
Rockport,"1,668","1,459",87,34
Rowe,58,95,5,0
Rowley,670,818,62,21
Royalston,168,169,14,8
Russell,221,202,22,11
Rutland,815,700,49,18
Salem,"9,650","4,436",597,505
Salisbury,"1,158",872,103,118
Sandisfield,136,76,8,5
Sandwich,"1,982","2,115",115,41
Saugus,"5,454","3,158",942,323
Savoy,81,70,10,4
Scituate,"3,699","3,532",288,111
Seekonk,"2,711","1,544",145,67
Sharon,"4,574","1,766",147,82
Sheffield,552,490,52,30
Shelburne,349,357,24,14
Sherborn,731,"1,186",44,19
Shirley,691,577,36,7
Shrewsbury,"5,135","3,661",334,241
Shutesbury,287,123,20,9
Somerset,"5,376","2,351",297,211
Somerville,"18,885","6,246",952,628
S. Hadley,"2,985","2,544",294,255
Southampton,721,766,72,19
Southborough,"1,298","1,322",94,31
Southbridge,"3,623","1,341",144,103
Southwick,"1,024","1,094",111,41
Spencer,"2,041","1,373",123,101
Springfield,"24,999","11,540",3709,"1,729"
Sterling,947,"1,159",114,34
Stockbridge,637,372,34,36
Stoneham,"4,802","3,044",357,308
Stoughton,"5,901","2,993",419,187
Stow,"1,038","1,039",79,25
Sturbridge,"1,123",811,56,21
Sudbury,"3,116","2,952",173,58
Sunderland,625,277,30,14
Sutton,"1,066","1,017",80,28
Swampscott,"4,087","2,240",205,151
Swansea,"3,716","1,802",268,407
Taunton,"7,631","4,866",672,685
Templeton,"1,270",758,52,31
Tewksbury,"4,415","3,223",354,126
Tisbury,740,370,33,21
Tolland,44,44,9,3
Topsfield,"1,086","1,464",79,26
Townsend,"1,278","1,097",82,29
Truro,413,232,17,8
Tyngsborough,"1,002",934,70,27
Tyringham,126,35,7,1
Upton,866,738,62,23
Uxbridge,"1,954","1,166",108,64
Wakefield,"5,914","3,889",523,249
Wales,183,153,31,10
Walpole,"4,403","3,392",258,110
Waltham,"11,777","6,280",586,400
Ware,"2,317","1,054",141,67
Wareham,"3,064","2,058",161,67
Warren,747,527,62,35
Warwick,125,102,9,5
Washington,103,77,14,8
Watertown,"9,562","4,151",461,521
Wayland,"3,111","2,708",134,133
Webster,"2,984","1,688",167,160
Wellesley,"6,035","6,153",283,252
Wellfleet,611,490,35,8
Wendell,182,51,8,3
Wenham,596,933,34,15
W. Boylston,"1,272","1,292",55,34
W. Bridgewater,"1,107","1,446",121,34
W. Brookfield,562,507,33,3
W. Newbury,623,636,35,13
W. Springfield,"4,542","3,775",985,235
W. Stockbridge,347,194,23,17
W. Tisbury,352,146,20,10
Westborough,"2,583","2,439",121,45
Westfield,"5,654","4,869",526,194
Westford,"2,549","2,623",166,63
Westhampton,196,243,19,5
Westminster,"1,134","1,024",93,11
Weston,"2,239","2,819",121,116
Westport,"3,182","1,873",206,156
Westwood,"2,945","3,395",241,97
Weymouth,"11,179","7,568",1037,929
Whately,307,232,13,8
Whitman,"2,596","2,162",232,220
Wilbraham,"1,885","2,463",414,59
Williamsburg,509,375,42,19
Williamstown,"1,790","1,081",64,30
Wilmington,"3,432","2,388",203,130
Winchendon,"1,152",692,51,96
Winchester,"4,669","4,070",282,133
Windsor,132,121,11,5
Winthrop,"4,141","3,096",396,244
Woburn,"8,447","4,616",606,339
Worcester,"33,694","16,141",1447,"1,074"
Worthington,178,189,17,10
Wrentham,"1,228","1,300",114,67
Yarmouth,"4,105","4,500",214,314
