City/Town,Democratic,Republican,All Others,Blanks
Nahant,"1,013",858,0,84
Nantucket,570,"1,209",0,60
Natick,"4,808","6,211",23,288
Needham,"5,461","8,299",62,339
New Ashford,28,38,0,3
New Bedford,"18,609","10,717",87,"1,230"
New Braintree,72,160,0,10
New Marlborough,105,235,4,8
New Salem,80,174,2,6
Newbury,688,"1,191",8,44
Newburyport,"2,377","3,114",0,407
Newton,"13,031","23,419",24,817
Norfolk,842,989,0,55
N. Adams,"3,296","2,449",38,181
N. Andover,"3,896","3,513",0,282
N. Attleborough,"2,724","2,747",29,362
N. Brookfield,819,698,0,48
N. Reading,"2,287","1,934",26,167
Northampton,"3,727","5,871",29,275
Northborough,"1,482","2,091",26,102
Northbridge,"2,188","1,840",3,152
Northfield,239,673,2,28
Norton,"1,613","1,459",2,66
Norwell,"1,629","1,871",8,89
Norwood,"7,383","4,313",64,373
Oak Bluffs,351,549,54,0
Oakham,141,250,8,7
Orange,717,"1,102",0,47
Orleans,585,"1,924",17,81
Otis,93,170,0,5
Oxford,"1,757","1,294",5,109
Palmer,"2,255","1,733",7,139
Paxton,648,866,0,40
Peabody,"10,868","8,330",251,977
Pelham,68,369,3,7
Pembroke,"2,291","1,674",0,156
Pepperell,"1,075","1,141",27,43
Peru,88,99,1,3
Petersham,176,286,2,11
Phillipston,116,188,0,11
Pittsfield,"8,594","9,664",7,802
Plainfield,41,91,0,2
Plainville,837,910,4,87
Plymouth,"5,669","4,406",0,313
Plympton,257,360,10,26
Princeton,295,590,0,27
Provincetown,441,810,19,41
Quincy,"22,385","12,862",18,"1,505"
Randolph,"6,222","4,637",9,574
Raynham,"1,774","1,188",0,85
Reading,"4,184","5,315",52,338
Rehoboth,"1,003","1,169",0,49
Revere,"12,016","4,802",15,"1,153"
Richmond,193,441,0,10
Rochester,548,302,0,19
Rockland,"2,931","1,647",8,274
Rockport,850,"2,062",30,103
Rowe,38,106,1,2
Rowley,501,822,0,49
Royalston,119,174,2,8
Russell,179,254,1,12
Rutland,645,776,23,45
Salem,"8,836","6,796",0,"1,034"
Salisbury,923,841,0,142
Sandisfield,71,95,0,3
Sandwich,"1,295","1,863",31,91
Saugus,"5,686","3,894",35,442
Savoy,74,74,0,4
Scituate,"3,492","3,367",0,199
Seekonk,"1,862","1,557",0,51
Sharon,"2,012","3,581",0,408
Sheffield,287,622,0,34
Shelburne,193,482,0,16
Sherborn,496,"1,336",13,28
Shirley,566,522,4,41
Shrewsbury,"4,385","4,067",42,270
Shutesbury,74,247,1,2
Somerset,"4,511","2,841",0,246
Somerville,"16,093","8,264",65,973
S. Hadley,"2,506","3,470",17,382
Southampton,493,815,2,40
Southborough,965,"1,487",13,60
Southbridge,"3,148","2,161",7,433
Southwick,891,"1,061",7,36
Spencer,"1,999","1,571",29,109
Springfield,"17,916","18,789",0,"2,257"
Sterling,849,952,23,51
Stockbridge,258,770,0,29
Stoneham,"4,439","3,415",48,379
Stoughton,"4,896","3,668",17,294
Stow,609,"1,188",20,33
Sturbridge,883,"1,062",8,67
Sudbury,"1,803","4,045",0,121
Sunderland,206,512,1,20
Sutton,984,806,0,91
Swampscott,"2,665","3,780",0,222
Swansea,"2,996","2,021",0,94
Taunton,"8,788","4,221",8,907
Templeton,900,849,0,63
Tewksbury,"5,601","2,396",0,292
Tisbury,349,849,4,27
Tolland,42,56,0,2
Topsfield,807,"1,760",19,35
Townsend,781,981,43,33
Truro,168,432,6,14
Tyngsborough,"1,147",570,0,64
Tyringham,47,85,0,3
Upton,650,849,22,66
Uxbridge,"1,715","1,150",14,97
Wakefield,"5,621","4,731",44,436
Wales,155,173,5,17
Walpole,"3,904","3,139",110,182
Waltham,"9,941","6,910",0,778
Ware,"1,888","1,286",0,107
Wareham,"2,453","2,271",17,127
Warren,694,492,2,54
Warwick,51,168,0,7
Washington,70,116,2,5
Watertown,"7,735","6,005",53,924
Wayland,"1,749","3,931",39,90
Webster,"3,117","1,689",21,180
Wellesley,"4,017","8,044",45,330
Wellfleet,243,782,12,29
Wendell,60,157,0,9
Wenham,346,"1,311",0,27
W. Boylston,"1,151","1,406",0,74
W. Bridgewater,"1,250","1,216",5,64
W. Brookfield,435,556,1,11
W. Newbury,340,780,4,39
W. Springfield,"4,082","4,945",0,413
W. Stockbridge,192,312,0,18
W. Tisbury,93,346,0,14
Westborough,"1,890","3,083",12,167
Westfield,"4,895","6,243",35,277
Westford,"2,848","2,116",61,141
Westhampton,126,254,0,11
Westminster,872,"1,006",26,66
Weston,"1,579","3,539",20,137
Westport,"2,589","1,851",0,126
Westwood,"3,165","3,135",35,132
Weymouth,"12,392","7,403",97,"1,146"
Whately,165,340,1,15
Whitman,"2,551","1,738",43,220
Wilbraham,"1,835","3,034",0,105
Williamsburg,259,587,0,14
Williamstown,702,"1,808",30,40
Wilmington,"3,665","2,247",0,231
Winchendon,998,747,17,41
Winchester,"4,178","4,740",6,219
Windsor,64,151,2,6
Winthrop,"5,589","2,653",11,417
Woburn,"8,664","4,622",10,458
Worcester,"30,065","21,309",0,"2,459"
Worthington,88,212,2,10
Wrentham,"1,052","1,004",13,108
Yarmouth,"3,078","4,653",53,442
