City/Town,Democratic,Republican,All Others,Blanks
Petersham,275,168,2,12
Phillipston,189,130,0,12
Pittsfield,"11,738","2,853",0,554
Plainfield,131,38,1,1
Plainville,"1,041",674,0,76
Plymouth,"7,583","4,116",0,710
Plympton,392,310,4,24
Princeton,602,491,0,31
Provincetown,"1,059",220,0,66
Quincy,"16,297","8,568",0,"1,726"
Randolph,"6,470","2,304",2,617
Raynham,"1,949","1,012",1,139
Reading,"4,866","3,121",0,427
Rehoboth,"1,566",621,0,85
Revere,"8,456","3,679",12,904
Richmond,412,158,0,17
Rochester,836,453,2,37
Rockland,"2,379","1,388",0,199
Rockport,"1,910",929,3,118
Rowe,71,79,0,7
Rowley,799,496,2,65
Royalston,173,116,0,16
Russell,247,110,0,9
Rutland,755,474,0,70
Salem,"8,147","2,998",4,734
Salisbury,"1,106",597,0,110
Sandisfield,109,33,0,8
Sandwich,"2,658","1,734",8,123
Saugus,"5,029","2,688",3,495
Savoy,99,50,0,6
Scituate,"3,569","2,395",0,280
Seekonk,"2,791",698,0,126
Sharon,"4,218","1,324",0,194
Sheffield,575,326,1,34
Shelburne,453,177,0,19
Sherborn,988,918,0,92
Shirley,698,440,0,37
Shrewsbury,"5,604","3,219",0,469
Shutesbury,372,77,10,22
Somerset,"4,944","1,363",0,194
Somerville,"17,586","4,726",45,"1,433"
S. Hadley,"3,324","1,564",0,256
Southampton,870,472,0,40
Southborough,"1,466",869,0,83
Southbridge,"2,982","1,047",2,170
Southwick,"1,224",588,1,49
Spencer,"2,065","1,156",2,158
Springfield,"24,356","6,739",2,"1,816"
Sterling,"1,025",849,4,79
Stockbridge,715,178,0,35
Stoneham,"4,596","2,504",5,429
Stoughton,"5,077","2,339",0,385
Stow,"1,113",708,0,88
Sturbridge,"1,145",602,0,49
Sudbury,"3,121","1,915",0,235
Sunderland,629,158,1,48
Sutton,"1,092",811,0,76
Swampscott,"3,451","1,547",0,276
Swansea,"3,335",988,0,184
Taunton,"8,184","2,820",0,844
Templeton,"1,088",527,0,56
Tewksbury,"4,212","2,646",23,323
Tisbury,917,236,1,25
Tolland,55,29,0,2
Topsfield,"1,191",982,0,93
Townsend,"1,144",745,4,74
Truro,510,215,0,17
Tyngsborough,"1,364",865,0,98
Tyringham,111,21,0,4
Upton,874,535,0,62
Uxbridge,"1,872",833,5,81
Wakefield,"5,558","3,003",0,441
Wales,206,109,2,13
Walpole,"4,025","2,378",10,250
Waltham,"10,569","4,722",0,893
Ware,"1,906",744,6,106
Wareham,"3,440","1,482",0,158
Warren,751,402,3,53
Warwick,160,52,0,6
Washington,127,44,0,6
Watertown,"8,873","3,149",21,891
Wayland,"2,769","2,027",0,278
Webster,"2,524","1,374",0,202
Wellesley,"5,870","4,099",5,441
Wellfleet,834,367,0,40
Wendell,191,33,0,24
Wenham,672,542,0,42
W. Boylston,"1,263",964,0,85
W. Bridgewater,"1,089","1,103",3,86
W. Brookfield,598,430,4,36
W. Newbury,734,443,1,48
W. Springfield,"4,820","2,189",0,294
W. Stockbridge,350,109,0,25
W. Tisbury,520,110,0,14
Westborough,"2,359","1,687",7,149
Westfield,"6,599","2,883",11,297
Westford,"2,898","2,081",14,210
Westhampton,301,169,0,10
Westminster,"1,112",723,3,46
Weston,"2,118","1,807",1,378
Westport,"3,569","1,160",0,175
Westwood,"2,935","2,237",3,263
Weymouth,"9,875","5,700",1,"1,456"
Whately,417,151,1,18
Whitman,"2,093","1,429",0,238
Wilbraham,"2,844","1,640",0,135
Williamsburg,562,253,3,33
Williamstown,"2,233",499,0,74
Wilmington,"3,016","2,000",0,243
Winchendon,934,419,1,122
Winchester,"5,123","3,200",1,382
Windsor,211,46,0,3
Winthrop,"3,656","2,032",0,388
Woburn,"7,003","3,849",2,516
Worcester,"29,477","12,013",13,"1,902"
Worthington,230,107,0,10
Wrentham,"1,276",876,1,160
Yarmouth,"4,530","3,216",1,630
